user,date,rawContent,user_location,verified,followers,created
"{'username': 'rohitdignity', 'id': 77685770, 'displayname': 'Rohit Sharma', 'rawDescription': '', 'renderedDescription': '', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2009, 9, 27, 7, 25, 24, tzinfo=datetime.timezone.utc), 'followersCount': 189, 'friendsCount': 375, 'statusesCount': 7190, 'favouritesCount': 5596, 'listedCount': 3, 'mediaCount': 215, 'location': 'India', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1270533375460347906/-OMZSwgf_normal.jpg', 'profileBannerUrl': None, 'label': None}",2017-12-17 02:26:19+00:00,"@AcharyaPramodk Sahi kaha, congress ko saare elections ka boycott kar dena chahiye aur koi bhi election nhi ladna chahiye.",India,False,189,2009-09-27 07:25:24+00:00
"{'username': 'KulbhushaanJ', 'id': 1613146248, 'displayname': 'Kulbhushaan Jain', 'rawDescription': '', 'renderedDescription': '', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2013, 7, 22, 16, 24, 3, tzinfo=datetime.timezone.utc), 'followersCount': 231, 'friendsCount': 439, 'statusesCount': 49446, 'favouritesCount': 100068, 'listedCount': 2, 'mediaCount': 881, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590671863839346690/J1D8_OZ4_normal.jpg', 'profileBannerUrl': None, 'label': None}",2017-12-16 13:53:15+00:00,"@RenukaJain6 Will boycott Zaira, Amir all movies henceforth....",,False,231,2013-07-22 16:24:03+00:00
"{'username': 'aloktg', 'id': 151880195, 'displayname': 'KunwarAlok', 'rawDescription': 'India in blood, deeds & thoughts. As professional play with data.  Live as cook n photographer. Karma as boss, father n husband.', 'renderedDescription': 'India in blood, deeds & thoughts. As professional play with data.  Live as cook n photographer. Karma as boss, father n husband.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2010, 6, 4, 13, 49, 16, tzinfo=datetime.timezone.utc), 'followersCount': 463, 'friendsCount': 812, 'statusesCount': 37939, 'favouritesCount': 12018, 'listedCount': 45, 'mediaCount': 888, 'location': 'Bangalore', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1577136687322656770/IZE6sOOX_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/151880195/1615416042', 'label': None}",2017-12-15 17:18:23+00:00,@sardesairajdeep Is the interviewer didn't know this? Why don't u so called journalist boycott that fellow who interviewed .. isn't it?,Bangalore,False,463,2010-06-04 13:49:16+00:00
"{'username': 'Jayathirtha', 'id': 56357126, 'displayname': 'Jay', 'rawDescription': 'Do all the good you can. By all the means you can. In all the ways you can. In all the places you can. At all the times you can. To all the people you can.', 'renderedDescription': 'Do all the good you can. By all the means you can. In all the ways you can. In all the places you can. At all the times you can. To all the people you can.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2009, 7, 13, 12, 17, 3, tzinfo=datetime.timezone.utc), 'followersCount': 186, 'friendsCount': 676, 'statusesCount': 12471, 'favouritesCount': 75687, 'listedCount': 11, 'mediaCount': 134, 'location': 'Everywhere.', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1514287805249523712/9mWSMSDI_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/56357126/1644395484', 'label': None}",2017-12-15 15:00:01+00:00,"@sardesairajdeep @GVLNRAO That's a sham! Even a kindergarten kid can say about your pathological hatred for Modi! It's an open secret that you are a stooge of the madame! I don't know why BJP doesn't boycott you as a 'Journalist'.
#dynastyslaves #GujaratElection2017",Everywhere.,False,186,2009-07-13 12:17:03+00:00
"{'username': 'CSSundaresha', 'id': 508893477, 'displayname': 'Sundaresha Chilakunda', 'rawDescription': 'A retired mechanical engineer. Now an R&D adviser in an automotive  industry. A staunch Hindu nationalist.', 'renderedDescription': 'A retired mechanical engineer. Now an R&D adviser in an automotive  industry. A staunch Hindu nationalist.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2012, 2, 29, 14, 23, 8, tzinfo=datetime.timezone.utc), 'followersCount': 761, 'friendsCount': 1410, 'statusesCount': 55004, 'favouritesCount': 78330, 'listedCount': 18, 'mediaCount': 1338, 'location': 'Bangalore', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1561951859346374656/q6m984AO_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/508893477/1418647629', 'label': None}",2017-12-15 14:37:22+00:00,"@OfficeOfRG   Congress will boycott the the next election in Karnataka if,  paper ballet is not used!!😀",Bangalore,False,761,2012-02-29 14:23:08+00:00
"{'username': 'shruti7409', 'id': 819034757199785984, 'displayname': 'Shruti singh', 'rawDescription': '😐😐😙😐☺😑😚🙂🤣😐😚🤣😐😚🤣😐', 'renderedDescription': '😐😐😙😐☺😑😚🙂🤣😐😚🤣😐😚🤣😐', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2017, 1, 11, 4, 14, 37, tzinfo=datetime.timezone.utc), 'followersCount': 16, 'friendsCount': 194, 'statusesCount': 1751, 'favouritesCount': 123, 'listedCount': 0, 'mediaCount': 1213, 'location': 'नोएडा, भारत', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1454734456086929413/FCcQCERG_normal.jpg', 'profileBannerUrl': None, 'label': None}",2017-12-15 12:13:26+00:00,Boycott Boycoujl uxuc https://t.co/KhjNjtuYwo,"नोएडा, भारत",False,16,2017-01-11 04:14:37+00:00
"{'username': 'bO6d3nhd1Wut1xo', 'id': 935484530827321344, 'displayname': '7 नरसिंह', 'rawDescription': '#अंधश्रद्धाभक्ति_खतरा_ए_जान\nहम किस कारण से इस काल लोक में जन्म मर रहे हैं।चौरासी लाख योनिया भोग रहे है?\n\nइस जन्म मरण के संकट से मुक्ति कैसे मिलेगी। अगर आपके दिम', 'renderedDescription': '#अंधश्रद्धाभक्ति_खतरा_ए_जान\nहम किस कारण से इस काल लोक में जन्म मर रहे हैं।चौरासी लाख योनिया भोग रहे है?\n\nइस जन्म मरण के संकट से मुक्ति कैसे मिलेगी। अगर आपके दिम', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2017, 11, 28, 12, 24, 27, tzinfo=datetime.timezone.utc), 'followersCount': 71, 'friendsCount': 357, 'statusesCount': 4908, 'favouritesCount': 4758, 'listedCount': 0, 'mediaCount': 57, 'location': 'राजस्थान, भारत', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/939028075110469632/eaOArqvw_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/935484530827321344/1512716714', 'label': None}",2017-12-15 04:28:24+00:00,"#अंधश्रद्धाभक्ति_खतरा_ए_जान
https://t.co/xZZCfw573e
Lord Kabirji says, fake Gurus without the knowledge of Tatvgyan has spoiled the lives of countless people.
Innocent people hesitate to boycott their current Sadhnas that is against the holy  scriptures even after seeing all the https://t.co/VWKt3YHKyS","राजस्थान, भारत",False,71,2017-11-28 12:24:27+00:00
"{'username': 'bO6d3nhd1Wut1xo', 'id': 935484530827321344, 'displayname': '7 नरसिंह', 'rawDescription': '#अंधश्रद्धाभक्ति_खतरा_ए_जान\nहम किस कारण से इस काल लोक में जन्म मर रहे हैं।चौरासी लाख योनिया भोग रहे है?\n\nइस जन्म मरण के संकट से मुक्ति कैसे मिलेगी। अगर आपके दिम', 'renderedDescription': '#अंधश्रद्धाभक्ति_खतरा_ए_जान\nहम किस कारण से इस काल लोक में जन्म मर रहे हैं।चौरासी लाख योनिया भोग रहे है?\n\nइस जन्म मरण के संकट से मुक्ति कैसे मिलेगी। अगर आपके दिम', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2017, 11, 28, 12, 24, 27, tzinfo=datetime.timezone.utc), 'followersCount': 71, 'friendsCount': 357, 'statusesCount': 4908, 'favouritesCount': 4758, 'listedCount': 0, 'mediaCount': 57, 'location': 'राजस्थान, भारत', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/939028075110469632/eaOArqvw_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/935484530827321344/1512716714', 'label': None}",2017-12-15 04:27:51+00:00,"#KeepExploring
#अंधश्रद्धाभक्ति_खतरा_ए_जान
https://t.co/xZZCfw573e
Lord Kabirji says, fake Gurus without the knowledge of Tatvgyan has spoiled the lives of countless people.
Innocent people hesitate to boycott their current Sadhnas that is against the holy  scriptures even after https://t.co/hrmY6WjwyR","राजस्थान, भारत",False,71,2017-11-28 12:24:27+00:00
"{'username': 'pavan_ryad', 'id': 189893616, 'displayname': 'Pavan Yadav', 'rawDescription': 'क्षत्रिय यादव, RT are not endorsement to tweets.', 'renderedDescription': 'क्षत्रिय यादव, RT are not endorsement to tweets.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2010, 9, 12, 14, 38, 41, tzinfo=datetime.timezone.utc), 'followersCount': 175, 'friendsCount': 176, 'statusesCount': 2902, 'favouritesCount': 3352, 'listedCount': 0, 'mediaCount': 37, 'location': 'नांदेड़, भारत', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/846996634982600706/XIHfFh_5_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/189893616/1496575037', 'label': None}",2017-12-14 18:14:17+00:00,"No concrete action by Police yet on serious complaint of ""SOCIAL BOYCOTT"" (MAHARASHTRA  ACT  No.  XLIV  OF  2017) in Nanded (Maharashtra). Even lapse of 24 hours after lodging the complaint. @zee24taasnews @TV9Marathi @JaiMaharashtraN @abpmajhatv @CMOMaharashtra
#ExitPoll","नांदेड़, भारत",False,175,2010-09-12 14:38:41+00:00
"{'username': 'pavan_ryad', 'id': 189893616, 'displayname': 'Pavan Yadav', 'rawDescription': 'क्षत्रिय यादव, RT are not endorsement to tweets.', 'renderedDescription': 'क्षत्रिय यादव, RT are not endorsement to tweets.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2010, 9, 12, 14, 38, 41, tzinfo=datetime.timezone.utc), 'followersCount': 175, 'friendsCount': 176, 'statusesCount': 2902, 'favouritesCount': 3352, 'listedCount': 0, 'mediaCount': 37, 'location': 'नांदेड़, भारत', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/846996634982600706/XIHfFh_5_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/189893616/1496575037', 'label': None}",2017-12-14 13:49:54+00:00,"No concrete action by Police yet on serious complaint of ""SOCIAL BOYCOTT"" in Maharashtra Even lapse of 24 hours after lodging the complaint. Please do the needful urgently. @zee24taasnews  @CMOMaharashtra @Dev_Fadnavis @PMOIndia @rajnathsingh @ahir_hansraj https://t.co/VBGbv2fXkp","नांदेड़, भारत",False,175,2010-09-12 14:38:41+00:00
