user,date,rawContent,user_location,verified,followers,created
"{'username': 'mercifulqais', 'id': 127287340, 'displayname': 'Qais Khan', 'rawDescription': 'Assertive, Unapologetic, Vociferous Muslim. Idea of India makes me fall in love for it.', 'renderedDescription': 'Assertive, Unapologetic, Vociferous Muslim. Idea of India makes me fall in love for it.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2010, 3, 28, 18, 17, 33, tzinfo=datetime.timezone.utc), 'followersCount': 1845, 'friendsCount': 344, 'statusesCount': 28148, 'favouritesCount': 5295, 'listedCount': 29, 'mediaCount': 523, 'location': 'New Delhi', 'protected': False, 'link': {'text': 'unbeatenknight.wordpress.com', 'url': 'http://www.unbeatenknight.wordpress.com', 'tcourl': 'https://t.co/Vkb5cVq6xm', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/973991692964646912/ixhBTkQI_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/127287340/1398017124', 'label': None}",2013-09-08 03:32:41+00:00,"@missmumbai1 Never, whoever does that is surely an enemy of humanity &amp; ethnicity of India. We must boycott it, together we must stand",New Delhi,False,1845,2010-03-28 18:17:33+00:00
