user,date,rawContent,user_location,verified,followers,created
"{'username': 'vasuvenkat', 'id': 8223292, 'displayname': 'vasuvenkat', 'rawDescription': 'Advocate; friendly, humorous, vaishnavite; Freemason, marathoner. Blood Group: O+ve', 'renderedDescription': 'Advocate; friendly, humorous, vaishnavite; Freemason, marathoner. Blood Group: O+ve', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2007, 8, 16, 13, 27, 58, tzinfo=datetime.timezone.utc), 'followersCount': 310, 'friendsCount': 737, 'statusesCount': 3363, 'favouritesCount': 37, 'listedCount': 7, 'mediaCount': 65, 'location': '13.038057,80.264504', 'protected': False, 'link': {'text': 'kvvlegal.in', 'url': 'http://www.kvvlegal.in', 'tcourl': 'https://t.co/CrWvjKA6mW', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1403511339717332994/Da-PMsva_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/8223292/1557492003', 'label': None}",2012-07-11 05:31:24+00:00,@CourtWitness1 no boycott?,"13.038057,80.264504",False,310,2007-08-16 13:27:58+00:00
