user,date,rawContent,user_location,verified,followers,created
"{'username': 'ramcha_r', 'id': 294037310, 'displayname': 'Ramachandran R', 'rawDescription': 'Product @airbasehq - Startups, fin, web, ar rahman, media, photography, football, ultimate frisbee, @THFCOfficial nut.', 'renderedDescription': 'Product @airbasehq - Startups, fin, web, ar rahman, media, photography, football, ultimate frisbee, @THFCOfficial nut.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2011, 5, 6, 12, 29, 44, tzinfo=datetime.timezone.utc), 'followersCount': 275, 'friendsCount': 34, 'statusesCount': 1070, 'favouritesCount': 247, 'listedCount': 14, 'mediaCount': 58, 'location': 'Bangalore, India', 'protected': False, 'link': {'text': 'about.me/ramcha', 'url': 'http://www.about.me/ramcha', 'tcourl': 'https://t.co/Va5b2brLCp', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1673903777/ramcha3_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/294037310/1399058563', 'label': None}",2012-10-31 21:04:29+00:00,#yatra by #AmitTrivedi! African music might by deeper &amp; intricately layered than #carnatic? Killer stuff! Boycott films. Jus do #cokestudio?,"Bangalore, India",False,275,2011-05-06 12:29:44+00:00
